kk,id,StudyID,PairID,Study,LF,Location,Hab2,Species,Description,WaveType,WaveTypeVerbose,Friction.Coef.mean,Type.of.Friction.Coefficient,T,D,A,hv,H1,x1,h1,H2,x2,h2,H3,x3,h3,H4,x4,h4,H5,x5,h5,H6,x6,h6,H7,x7,h7,H8,x8,h8,H9,x9,h9,Notes
162,82,19,NA,"Mazda et al. 1997","field","Vietnam","Mangrove","Kandelia candel","8.09 hr",1,"Hrms",0.12,"Drag coefficient Cd",6.5,1.29842288,0.2368305,0.365231571,0.144538336043283,0,0.302849717,0.0318556181944871,1460,0.302849717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Could calculate density, veg height and diameter separately for each transect section (used average instead). Calculated wave heights from guess at incident wave height (Fig. 3) and % attenuation (Fig. 4)."
163,383,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.132351584,0,0.8803,0.123134333,31.8,0.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
164,384,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.132794932,0,0.8858,0.120827036,31.8,0.3045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
165,385,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.126064111,0,0.8023,0.113037158,31.8,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
166,386,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.119341352,0,0.7189,0.105622972,31.8,0.1376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
167,387,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.121034133,0,0.7399,0.105163533,31.8,0.1586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
168,388,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.129860778,0,0.8494,0.114495433,31.8,0.2681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
169,389,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.132811053,0,0.886,0.115726942,31.8,0.3047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
170,390,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.137865214,0,0.9487,0.119179707,31.8,0.3674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
171,391,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.13072329,0,0.8601,0.111968412,31.8,0.2788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
172,392,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.133673566,0,0.8967,0.112403014,31.8,0.3154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
173,393,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.121050255,0,0.7401,0.101143043,31.8,0.1588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
174,394,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.125685251,0,0.7976,0.1048823,31.8,0.2163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
175,395,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.126950806,0,0.8133,0.105367228,31.8,0.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
176,396,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.130320247,0,0.8551,0.107614872,31.8,0.2738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
177,397,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.133689687,0,0.8969,0.11011677,31.8,0.3156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
178,398,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.116012215,0,0.6776,0.095677914,31.8,0.0963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
179,399,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.122734975,0,0.761,0.101061511,31.8,0.1797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
180,400,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.119381656,0,0.7194,0.097801465,31.8,0.1381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
181,401,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.119381656,0,0.7194,0.097428966,31.8,0.1381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
182,402,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.123581366,0,0.7715,0.100856405,31.8,0.1902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
183,403,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.120236108,0,0.73,0.096455655,31.8,0.1487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
184,404,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.123605548,0,0.7718,0.098248446,31.8,0.1905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
185,405,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.127394154,0,0.8188,0.101259837,31.8,0.2375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
186,406,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.129498039,0,0.8449,0.103490077,31.8,0.2636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
187,407,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.122348054,0,0.7562,0.096356213,31.8,0.1749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
188,408,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.122767218,0,0.7614,0.096073356,31.8,0.1801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
189,409,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.126991111,0,0.8138,0.096790136,31.8,0.2325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
190,410,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.130779716,0,0.8608,0.100729263,31.8,0.2795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
191,411,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.120711698,0,0.7359,0.087886046,31.8,0.1546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
192,412,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.129143361,0,0.8405,0.091023991,31.8,0.2592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
193,413,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.136253042,0,0.9287,0.102634667,31.8,0.3474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
194,414,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.137929701,0,0.9495,0.107357045,31.8,0.3682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
195,415,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.137067189,0,0.9388,0.108395572,31.8,0.3575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
196,416,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.134116913,0,0.9022,0.109315468,31.8,0.3209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
197,417,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.133697748,0,0.897,0.108386294,31.8,0.3157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
198,418,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.138332744,0,0.9545,0.111716674,31.8,0.3732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
199,419,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.141694124,0,0.9962,0.114431304,31.8,0.4149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
200,420,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.141274959,0,0.991,0.115003442,31.8,0.4097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
201,421,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.140847734,0,0.9857,0.115094025,31.8,0.4044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
202,422,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.145055504,0,1.0379,0.119935303,31.8,0.4566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
203,423,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.144636339,0,1.0327,0.117889599,31.8,0.4514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
204,424,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.141274959,0,0.991,0.112007749,31.8,0.4097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
205,425,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.142548576,0,1.0068,0.112587064,31.8,0.4255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
206,426,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.141710246,0,0.9964,0.111924938,31.8,0.4151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
207,427,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.144652461,0,1.0329,0.11530722,31.8,0.4516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
208,428,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.146337181,0,1.0538,0.116798639,31.8,0.4725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
209,429,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.145498851,0,1.0434,0.11444315,31.8,0.4621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
210,430,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.150117726,0,1.1007,0.12058053,31.8,0.5194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
211,431,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.150956055,0,1.1111,0.121601435,31.8,0.5298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
212,432,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.152221611,0,1.1268,0.123246378,31.8,0.5455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
213,433,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.150956055,0,1.1111,0.12288424,31.8,0.5298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
214,434,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.152229672,0,1.1269,0.121000464,31.8,0.5456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
215,435,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.156018277,0,1.1739,0.123696769,31.8,0.5926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
216,436,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.159798822,0,1.2208,0.128030647,31.8,0.6395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
217,437,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.161064377,0,1.2365,0.129744112,31.8,0.6552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
218,438,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.145934138,0,1.0488,0.112867144,31.8,0.4675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
219,439,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.149714683,0,1.0957,0.116233764,31.8,0.5144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
220,440,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.151399403,0,1.1166,0.117841134,31.8,0.5353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
221,441,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.154341618,0,1.1531,0.120782384,31.8,0.5718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
222,442,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.150988299,0,1.1115,0.116146502,31.8,0.5302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
223,443,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.152245794,0,1.1271,0.117449479,31.8,0.5458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
224,444,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.150569134,0,1.1063,0.114614961,31.8,0.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
225,445,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.147199693,0,1.0645,0.112050103,31.8,0.4832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
226,446,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.157299954,0,1.1898,0.120540828,31.8,0.6085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
227,447,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.149311639,0,1.0907,0.112650225,31.8,0.5094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
228,448,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.148046084,0,1.075,0.111517954,31.8,0.4937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
229,449,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.146788589,0,1.0594,0.109138464,31.8,0.4781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
230,450,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.145531095,0,1.0438,0.107791389,31.8,0.4625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
231,451,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.142177776,0,1.0022,0.103646515,31.8,0.4209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
232,452,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.151423586,0,1.1169,0.112298568,31.8,0.5356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
233,453,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.154793026,0,1.1587,0.114360176,31.8,0.5774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
234,454,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.155639417,0,1.1692,0.113785136,31.8,0.5879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
235,455,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.163208567,0,1.2631,0.122315397,31.8,0.6818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
236,456,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.167843563,0,1.3206,0.124001836,31.8,0.7393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
237,457,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.166174964,0,1.2999,0.119002111,31.8,0.7186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
238,458,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.169512162,0,1.3413,0.128053568,31.8,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
239,459,28,NA,"Quartel et al. 2007","field","Vietnam","Mangrove","Kandelia candel","mangrove",1,"Hrms",NA,"",5.262664103,0.962538333,0.16,1.854055,0.172462437,0,1.3779,0.130614137,31.8,0.7966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
